ID_COMMIT;ID_AUTOR;DATA_COMMIT
1f2c80ba3248f9626db91b046a99ce336fced58a;7288;27/06/2011
f5ff7ea715f41700fc9e0f07763e1a82b5c1df4b;7288;27/06/2011
f25a7a66e540400efc67edb52ccfd17cb5ee136c;7288;27/06/2011
da629874d3b6e8b2673e0c79a75ee723f60f8d1c;7288;26/06/2011
c6db0354ea13b7335e751f45b004c410407a0926;7288;26/06/2011
cf23a5c6e390ef045f5c43d3d90cc3cb0712be96;7288;26/06/2011
07f946d8172aefb117efcfdbc129e17b27124fc7;7288;26/06/2011
1b67c2b8c4d22b1873b1b65f34ab3dbcca709277;21340;26/06/2011
f2d0a213306703d72a88ac0c53c9b9d4eabcf464;7288;25/06/2011
addcb36a2ecb1ca406c5c0fbfe5380876542cdc0;7288;24/06/2011
99310e2c4704564970a040ac36bddcee981b417f;114508;24/06/2011
3ef660466d12d71eaad212fc6910635ec9a88bf4;7288;24/06/2011
2895d096ab318b625f035ba23153010de96b0709;114508;24/06/2011
0a2ec5f09fdeca015463bd05c1f8847f7ff2d393;114508;24/06/2011
9fa0a2c7cebbc1adf1f6891d9062ba29ec6409f3;114508;24/06/2011
6a56c53fba0f195b21595f5b7282d2d26a2cbb9f;114508;24/06/2011
40817dd525bfc7684739f9e4fd185c139b898f93;114508;24/06/2011
037e83d6cdd85a594e14a0ae2e694b9f70f22e19;7288;22/06/2011
c6c039a953c93446cfb0fd7efef731abfa4e796c;7288;22/06/2011
b277e3a81507eafdbf1c47ea15878f4b4a3614a2;7288;21/06/2011
d3910f1efe2d156b60b420dda6fc932cd34d83cb;7288;21/06/2011
5436dac17b1a63ae647df7d8d74c29b5c524f56e;7288;21/06/2011
42472aa92f0382862008c7ce47d91f610f16db9e;130084;21/06/2011
753ef864b9c3d82f01f5b4b922c20629c52dd7d9;7288;21/06/2011
77414c0b0ac366b815282ea9ca43e82a48339363;7288;21/06/2011
8094cdb4e7d3179066eb3ecba581ec36baacdfee;7288;21/06/2011
95a7650be8d0e984776a093e8945a701d76b05a6;21340;20/06/2011
baa4382de9a479ab290243290173a4346e54c68d;7288;20/06/2011
3abb03d63810c746c5297c0862203a9ead8cb63b;7288;20/06/2011
7ba0d6964e3a158a6b63fa2ea3012a2db4962481;7288;20/06/2011
00810e98b36ab3176fce6c9f5444a6a39da0247b;7288;20/06/2011
9931279ccc601ed4f1d9a899ce76e97fe9b745e7;7288;19/06/2011
f7ca056f1f57470eed9e751360f4a2d1f4d4f110;7288;18/06/2011
6e2b36285005db9fa9fddac507f1dc67febf3b42;7288;18/06/2011
12c81516cc07d72e2ef1094df7db1bb7057976c8;7288;18/06/2011
944afb314e146b8424f29145677ed44c1373abbf;7288;18/06/2011
75bbbebb894199ab9e9be5ee184e3e1d53a45e57;7288;18/06/2011
78856f8d51258fe39a89d0eb83d1c8f9eb1f9443;7288;18/06/2011
309e0fbab83a3c49565c4751e1653865eb65c265;7288;17/06/2011
91611afb30f54360e4845d7472eefcc5b33b1c53;7288;17/06/2011
e09da4e1d82f82549b996a34ea70e5062a91fcce;198537;17/06/2011
7e4a5fd33ed4f0095d08f09f490e5f3c83953e08;198537;17/06/2011
913b214d915861804083c44b3aab612f7e07fd8f;198537;17/06/2011
61459d117e3844b8a985a8709db2a80c0d4b2e85;198537;17/06/2011
e5064db060b2593166f6658d68be3ca9ad0a8d53;198537;17/06/2011
97b0366aaa9228eec5df8bccc555df1a87af2427;7288;17/06/2011
0077a08d3d09075647e68c65057cf2130b96747a;7288;16/06/2011
2c8e9bd5b44934f5ce41a8604351b345bd52e348;198537;16/06/2011
1c94da0daf2f5c9bfce966e1de36cfc3fe8809da;7288;16/06/2011
e2ee86e0ac8acebde405d92786a3065ad229092f;114508;16/06/2011
d00ed3f2fc7f4682f711538168fb5eb29ff36a16;114508;16/06/2011
8908fda6633953688c91236e045778434006c244;7288;16/06/2011
da34ca2d04cdf5ae519fd1515b2c24e84fd47c16;7288;15/06/2011
9347cc6fff0c1f2f99cfac1634e3d9348aec8f80;108725;14/06/2011
6b28a956aca91a0937ae63279494bd5bef52d4a5;7288;13/06/2011
71f248311f77244bdba668adf66caf498808d5d9;7288;13/06/2011
a55d5af8c1c070edd93a0a8f5669cfcc25bc8502;7288;12/06/2011
693d1c5f2383890ba7dcdb59565a99545843b8ad;7288;12/06/2011
d92723bd29af497a80cf5ea9074025db050e6995;7288;11/06/2011
f6c55010b9b1620bd231f10faf3770b84e90a52b;7288;11/06/2011
3cf4507b137a3165b5163e028caa7d8fae356bc1;7288;11/06/2011
0aae7361af25b6f3d006c04e3d4caf636fcdad68;19264;11/06/2011
a5885abcbfdbcf997cbef83e8192561b8a72613b;7288;10/06/2011
45afda296f1d29e659d13a3e0f829e5b336bc706;114508;10/06/2011
22ee075cc24bbd12b2d53eb91af3c550c097a5dd;114508;10/06/2011
bd18d7c838ade10d11aaeb89e7b5a38e708ea06e;114508;10/06/2011
cc45aa7f38c0bc23d41c1b4cbc4947065b0a6e7d;114508;09/06/2011
75403737c4a7c12eaf3573eaa9fca7bbce5be701;114508;09/06/2011
11c8322718c6b4fdac395dc189480bf4f114528f;114508;07/06/2011
a0f8f2491d2f40e6f21bffcb261507371dbb56a5;114508;07/06/2011
52677f4f0174ad8479c2dafb41e83b1dfe58c8e1;114508;10/06/2011
bf3aa06e1943cff58509210e0eeeb7d0fbd875be;114508;10/06/2011
7a4ea47c1dafe027fbe4ecc0c7c18fe24ec89206;114508;09/06/2011
7be25c9a1396510387583fda456b8ce0285da912;114508;09/06/2011
e5a1f3219357ec2cca07c177aeee618ab5faf028;114508;09/06/2011
bb0b820f724c52783ce673318adb6dc46cb82513;114508;09/06/2011
9d12d35478bcece6a643de13adf05bf2d78885e9;7288;09/06/2011
c2c6cbc287e52c7214c4c24a6dbbd36e98c40fa9;7288;09/06/2011
751e471068e71074f63b2cf32a387afab9f73210;7288;09/06/2011
dd8344f0416028040c754224b5712f760fa7598c;7288;09/06/2011
f615fce1e9f3fc76248f22e9beac6d1a5bafe176;7288;09/06/2011
555f80c8998257b6a9f6ac9fce9d2fb7483b716d;7288;08/06/2011
5b2fdca640eee18c97b686a0d696172a3ae68a3d;7288;08/06/2011
615ac6efa9f3374507fabc0e1b359df2d0d7d0cd;7288;08/06/2011
1cae77a3e0cde121081ab47c7a48cc567e01b188;7288;08/06/2011
60793e4c6b1bc08167de0e763039fbbc637bd780;114508;07/06/2011
ce0577adff0f7a28f7b9ef386ec7ae5ea3f5e63a;114508;07/06/2011
ea62c17b91450e5a0750c3e1c719c101273ab487;7288;07/06/2011
1286e99e350bfd7419c08945b8b56d5e68b608ec;7288;07/06/2011
5b6f2731c4b813b24dde277a37a1b987204c7b18;114508;07/06/2011
d1973c28f3904f497e35714d8c9e8e46608260fb;7288;07/06/2011
4dfe70f620d2d0dc8ab61c67652f3631b4dc036f;7288;07/06/2011
a0ab4f798ea07c4f5849cb520d5d8fbf43eb850b;7288;07/06/2011
8722399c0afba063d266b47b12a624ab9acf914a;7288;07/06/2011
cf8a890f8bc118ca650c6d6ed45124dc41681ac3;7288;07/06/2011
2e711029b2c15093c769ee95a5b3fa52264abe90;7288;07/06/2011
08c6d232afcd8bad29705e2fe3ccc4c364cf53eb;108725;07/06/2011
a1344cf986b61d92fb4294df4352fe19f5b3e43d;7288;07/06/2011
bfcc186d93a84064752d76fefb66d5bc1131fbc6;108725;07/06/2011
668751672449aae24456aa4202203ca910a74e88;108725;07/06/2011
7342d0f818998e8809531019dd043aca6b938d71;108725;07/06/2011
